"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2087","Leithfield","999999","Total people - age group",390,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2088","Amberley Beach","999999","Total people - age group",141,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2093","Cust","999999","Total people - age group",354,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2094","Ashley","999999","Total people - age group",330,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2095","Sefton","999999","Total people - age group",231,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2096","Rangiora","999999","Total people - age group",12165,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2097","Waikuku","999999","Total people - age group",105,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2102","Kaiapoi","999999","Total people - age group",10602,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2103","The Pines Beach","999999","Total people - age group",486,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2105","Spencerville","999999","Total people - age group",582,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2106","Christchurch","999999","Total people - age group",337392,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2111","Inland water Christchurch City","999999","Total people - age group",0,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2112","Other rural Christchurch City","999999","Total people - age group",4152,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2113","Inlets Christchurch City","999999","Total people - age group",15,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2114","Birdlings Flat","999999","Total people - age group",153,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2119","Arthurs Pass","999999","Total people - age group",75,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2120","Castle Hill","999999","Total people - age group",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2121","Other rural Selwyn District","999999","Total people - age group",14961,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2122","Springfield","999999","Total people - age group",216,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2123","Malvern Hills-Whitecliffs","999999","Total people - age group",129,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2128","Darfield","999999","Total people - age group",1974,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2129","Kirwee","999999","Total people - age group",609,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2130","West Melton","999999","Total people - age group",327,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2131","Dunsandel","999999","Total people - age group",399,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2136","Springston","999999","Total people - age group",351,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2137","Leeston","999999","Total people - age group",1326,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2138","Doyleston","999999","Total people - age group",249,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2139","Lincoln","999999","Total people - age group",2820,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2145","Mount Somers","999999","Total people - age group",117,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2146","Methven","999999","Total people - age group",1404,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2147","Hinds","999999","Total people - age group",282,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2148","Ashburton","999999","Total people - age group",16191,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2153","Geraldine","999999","Total people - age group",2397,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2154","Cave","999999","Total people - age group",78,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2155","Orari","999999","Total people - age group",147,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2156","Pleasant Point","999999","Total people - age group",1194,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2161","Timaru","999999","Total people - age group",26127,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2162","Inlet Timaru District","999999","Total people - age group",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2163","Pareora","999999","Total people - age group",447,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2164","Mt Cook Village","999999","Total people - age group",210,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2170","Inland water Waimate District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2171","Other rural Waimate District","999999","Total people - age group",3546,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2172","St Andrews","999999","Total people - age group",177,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2173","Makikihi","999999","Total people - age group",72,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2178","Other rural Chatham Islands","999999","Total people - age group",420,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2179","Inland water Chatham Islands","999999","Total people - age group",0,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2180","Inland water Waitaki District","999999","Total people - age group",9,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2181","Omarama","999999","Total people - age group",231,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2186","Maheno","999999","Total people - age group",144,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2187","Oamaru","999999","Total people - age group",12024,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2188","Herbert","999999","Total people - age group",114,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2189","Inlet Waitaki District","999999","Total people - age group",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2195","Cromwell","999999","Total people - age group",3744,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2196","Bannockburn","999999","Total people - age group",318,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2197","Clyde","999999","Total people - age group",906,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2198","Inland water Central Otago District","999999","Total people - age group",0,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2203","Roxburgh","999999","Total people - age group",612,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2204","Naseby","999999","Total people - age group",114,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2205","Ranfurly","999999","Total people - age group",708,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2206","Ettrick","999999","Total people - age group",174,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2211","Arthurs Point","999999","Total people - age group",411,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2212","Wanaka","999999","Total people - age group",5040,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2213","Lake Hawea","999999","Total people - age group",552,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2214","Millbrook","999999","Total people - age group",81,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2215","Hawea Flat","999999","Total people - age group",282,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2220","Luggate","999999","Total people - age group",192,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2221","Kingston","999999","Total people - age group",147,
